title,description,price,status,url,date_public
"Вишиванка на хлопчика, 122-128 ріст","Продам вишиванку на хлопчика, в гарному стані. 
Одягалася лише на шкільні свята.

Заміри:
Довжина по спині: 50см.
Довжина рукава: 45 см.
Обхват грудей: 81 см
Обхват шиї: 30 см.

Можливий торг.",250,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/vishivanka-na-hlopchika-122-128-rst-IDQkKyL.html?sd=1,Опубліковано Сьогодні о 11:24
Продам 2 пары детских спортивных.,"Продам две пары спортивных штанов.Длина серых 66 см,шаг 46 см,Адидас 60 см,шаг 40 см.Одна пара 80 гр.",80,Бізнес,https://www.olx.ua/d/uk/obyavlenie/prodam-2-pary-detskih-sportivnyh-IDR6y4w.html?sd=1,Опубліковано Сьогодні о 11:23
Прогулочная  коляска Саrrelo,"Продам коляску CARRELO.Один из плюсов именно этой коляски, является то, что спинка сидения имеет плавную регулировку наклона, включая положение ""лежа"", что позволит пользоваться коляской с момента рождения ребенка.  Большой капюшон полностью может закрыть ребенка от солнца и ветра. Для удобства родителей, подстаканник есть на родительской ручке. Коляска CARRELLO Unico компактно складывается. Специальный фиксатор не даст коляске разложиться когда это не нужно. Так же коляска оснащена спареным ножным стопором для задних колес. Тип складывания книжка. Тип колес передние поворотные с фиксаторами. Материал колес полиуретан. Дополнительные аксессуары чехол на ножки, дождевик. Если возникают вопросы обращайтесь.",1300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/progulochnaya-kolyaska-sarrelo-IDR8qzx.html?sd=1,Опубліковано Сьогодні о 11:22
Крокси сабо дитячі на хутрі зимові капці теплі тапочки детские зима,"OLX Доставка УКРПОШТА - БЕЗКОШТОВНА !!!

Швидке замовлення та весь асортимент в нашому Telegram каналі
t.me/vzuttyua

 Новинка від української фабрики Dago Style. Теплі крокси ЕВА без задника.     Дуже корисна річ для прогулянок у вологу брудну погоду.
- Верх - піна (Ева)
- Підкладка - штучне хутро
 Задник м'який, як у капцях. Добре тягнеться, за рахунок чого крокси добре сядуть на ногу і не злітають.

Розміри:
25/26 - 16 см.
27/28 - 17,5см.
29/30 - 19 см.
31/32 - 20,5 см.
33 - 21.5см.
34 - 22 см.
35 - 23 см.
36 - 23.5см.

Способи оплати(на ваш вибір):
- OLX Доставка (рекомендований).
- оплата карткою.
- накладений платіж(післяплата).

Відправляємо Укрпоштою, Новою поштою.",199,Бізнес,https://www.olx.ua/d/uk/obyavlenie/kroksi-sabo-dityach-na-hutr-zimov-kapts-tepl-tapochki-detskie-zima-IDPQ3KM.html?sd=1,Опубліковано Сьогодні о 11:24
Сестрица Аленушка и братец Иванушка арт.287/раскраски в комплекте,"Предлагается к покупке настольная развлекательная  игра-стратегия «Сестрица Аленушка и братец Иванушка» с арт.287, от ТМ « STRATEG».  Игра полностью новая и запечатана полиетиленовой пленкой с производственного цеха. Упаковка целая и в хорошем виде, только сжата от усадки полиетилена и соответственно вид ее показан на фото.

Настольная игра «Сестрица Аленушка и братец Иванушка» относится к разряду настольных развлекательных стратегий.

Правила игры расписаны на  упаковочной коробке, так же как и комплектация. Видно на фото.

Игра рассчитана на количество игроков от 2 до 4-Х. В комплекте иеются раскраска, закладка + линейка. 

Комплектация: 
игровое поле -1 шт., 
игральные фишки - 3 шт., 
кубик - 1 шт., 
линейка -1 шт.,
 закладка - 1 шт., 
раскраска

Возраст: 6+ (в игральном наборе присутствуют мелкие детали)

Игра способствует развитию:
развитию логики и творческих способностей ребенка
формированию мышления, внимания, восприятия и воображения
улучшению стратегических навыков развитию навыков общения и партнерства, расширению кругозора ребенка.

 Произведено: в Украине, ТМ STRATEG

Дополнительная информация есть на фото и описание.

При возникновении дополнительных вопросов — спрашивайте, отвечу. Возможны доп., фото при необходимости.

При заказе через ОЛХ доставку по УкрПочте — доставка безоплатная! 
При недозвоне — перезваниваю. Также на указанном в объявлении номере тел. есть Viber -пишите.

Отправка исключительно или по ОЛХ доставке или по предоплате на карточку.   Наложка при предоплате на карточку в полной  стоимости,  так же это есть триггер напоминание на сделанный заказ и покрытие пересылки туда и обратно.

Просьба: Перед заказом напишите сообщение в чате ОЛХ или на вайбер и спросите о наличии товара.  Зачастую товар имеется поштучно и бывает заказан и в доставке уже, а объявление висит до того момента пока заказчик заберет посылку.
Так Вы съекономите своих денег, пара гривен комиссии банка.

Благодарю за понимание!

Посмотрите другие мои объявления — возможно чего то Вам приглянется!",70,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/sestritsa-alenushka-i-bratets-ivanushka-art-287-raskraski-v-komplekte-IDQPIbZ.html?sd=1,Опубліковано Сьогодні о 11:24
"Куртка reima, EUR 128 см","Ця куртка-пуховик для дітей і підлітків забезпечена безліччю функціональних деталей! Вона зшита зі спеціального матеріалу, водо- й вітронепроникного, брудовідштовхуючого, дихаючого й еластичного. Підберіть до неї симпатичні аксесуари та сміливо вирушайте на прогулянку містом!

* Водо- й брудовідштовхуюче просочення без вмісту фторвуглеців BIONIC-FINISH ECO
* Гладка підкладка з поліестеру
* Утеплювач пух і перо (60%/40%), Fill Power 550
* Пух і перо сертифіковані відповідно до стандарту Responsible Down Standard
* Безпечний, знімний капюшон
* Кишеня на блискавці",2300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kurtka-reima-eur-128-sm-IDR6i88.html?sd=1,Опубліковано Сьогодні о 11:23
Куртка на весну Mayoral  на хлопчика зріст 92 см на 2 роки,"Продам куртку на весну Mayoral на хлопчика. Вік 2 рочки, зріст 92 см. Куртка дуже легенька, м'яка. Стан відмінний",500,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kurtka-na-vesnu-mayoral-na-hlopchika-zrst-92-sm-na-2-roki-IDQXwgu.html?sd=1,Опубліковано Сьогодні о 11:24
Деревянная модель машины,Деревянная модель машины требует доработки смотреть фото колеса целые крутятся длина 20 см,100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/derevyannaya-model-mashiny-IDQPIbS.html?sd=1,Опубліковано Сьогодні о 11:24
"Туфли, мокасины р 29",Новые туфли-мокасины р.29 для школьника. Цена 240грн. Забрать и померить можно в районе КРЭСа.,240,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/tufli-mokasiny-r-29-IDPoM7k.html?sd=1,Опубліковано Сьогодні о 11:24
Продам Платье для кормления,"Продам платье, состояние нового, тк одето было один раз.
Шоколадного цвета, размер М.
В рубчик
Плотненькое. Как раз на зиму.",500,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/prodam-plate-dlya-kormleniya-IDQAL4v.html?sd=1,Опубліковано Сьогодні о 11:22
Комбинезон на девочку,"Комбинезон вязанный Nipperland, одет 1 раз, абсолютно новый, размер 9-12 месяцев. Сезон: весна/осень",600,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kombinezon-na-devochku-IDQPIbY.html?sd=1,Опубліковано Сьогодні о 11:24
Шлепанцы женские пляжные,"Шлепанцы женские пляжные б/у. 
   ОЛХ доставка.",150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/shlepantsy-zhenskie-plyazhnye-IDPfbsN.html?sd=1,Опубліковано Сьогодні о 11:23
Курточка на дівчинку,"Продам весняну курточку, розмір на зріст 122 см, стан хороший,капішон ще можна розкачати. Пересилаю з-за потреби.",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kurtochka-na-dvchinku-IDR8qzB.html?sd=1,Опубліковано Сьогодні о 11:22
Mango новый комбинезон на девочку 13 14 лет детский  164 см платье,Новый очень классный.Бирки на месте. На рост 160-164 сантиметра. На девушку или женщину.,400,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/mango-novyy-kombinezon-na-devochku-13-14-let-detskiy-164-sm-plate-IDLLQBU.html?sd=1,Опубліковано Сьогодні о 11:24
Maxi cosi. З базою,"Автокрісло, переноска maxi cosi cabrio fix, стан люльки дуже гарний, база має царапини, база ременева, кріпиться в машині штатними ременями, надійна, база залишається в машині однією кнопкою крісло відщолкується і крадеться на шасі коляски чи забираєте з собою, дуже зручне та ідеально продумане. Пересилка після оплати або самовивіз, олх не йде загабаритне! Дякую! База називається maxi cosi easybase 2, можна почитати в Інтернеті! Ціна з базою 3000 грн, без торгу, тільки люлька в магазині коштує 6500, дякую за розуміння!",3150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/maxi-cosi-z-bazoyu-IDQQMWG.html?sd=1,Опубліковано Сьогодні о 11:24
Дитячі хайтопи для хлопчика 31 32 33 34 35 36 37 хайтопы,"Дивіться більше моделек взуття в інстаграм magic_city_shoes

Більше фото в лс.
Наявність потрібного розміру уточнюйте.

1) Ціна 750грн
Дитячі мега круті хайтопи для хлопчиків
В сезон їх точно не буде в наявності.
Матеріал верху еко-шкіра. Всередині текстиль. Дуже зручні та легкі.
Устілка текстильна анатомічна перфована з загином. Фіксація шнурками, зверху липучкою. Заміри вказані до загину устілки.
Розміри:
32 - 19,1 см
33 - 19,6 см
34 - 20,3 см
35 - 21,0 см
36 - 21,6 см
37 - 22,2 см

2) Ціна 680грн
Демісезонні спортивні хайтопи Clibee для хлопчиків
Дуже легенькі та зручні. Верх якісна еко-шкіра. Устілка текстильна анатомічна. Фіксація шнурками, зверху липучкою.
Заміри від краю до краю устілки.
Розміри:
32 - 20,0 см
34 - 21,0 см

3) Ціна 680грн
Круті та стильні хайтопи для хлопчика ТМ Angel
Верх якісна еко-шкіра, всередині текстиль. Дуже легенькі і зручні. Устілка анатомічна перфована дихаюча з загином. Фіксація шнурками, зверху липучкою.
Розміри:
32 - 20,0 см
33 - 20,7 см
35 - 21,9 см

4) Ціна 630грн
 топові хайтопи для хлопчика 
Неймовірний дизайн. Верх якісна еко-шкіра, всередині текстиль. Дуже легенькі і гнучкі. Устілка текстильна анатомічна з перфорацією з загином. Фіксація шнурками, зверху липучкою. Заміри від краю до краю устілки.
Розміри:
34 - 20,9 см
35 - 21,5 см
36 - 22,2 см
37 - 22,8 см

5) Ціна 590грн
Зручні, практичні та легесенькі хайтопи для хлопчика
Верх якісна еко-шкіра, всередині текстиль. Устілка шкіряна. Фіксація шнурками, зверху липучкою. Заміри вказані від краю до краю устілки.
Розміри:
32 - 19,8 см
33 - 20,5 см
35 - 21,8 см

6,7) Ціна 480грн
Демісезонні спортивні черевички для хлопчиків !
Матеріал верху якісна еко-шкіра, всередині утеплені флісом. Дуже легкі, гнучкі і зручні. Устілка шкіряна з супінатором.
Фіксація шнурівка, зверху на липучці.
Розміри:
32 - 19,8 см
34 - 21,0 см",480,Бізнес,https://www.olx.ua/d/uk/obyavlenie/dityach-haytopi-dlya-hlopchika-31-32-33-34-35-36-37-haytopy-IDQUL0o.html?sd=1,Опубліковано Сьогодні о 11:24
дитячий рожевий рюкзак з вушками та зірочками,"рожевий дитячий рюкзак із вушками та різнокольоровими зірочками, м'якенький, довгі ручки, 2 відділення, 1 велике інше маленьке, без дефектів",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/dityachiy-rozheviy-ryukzak-z-vushkami-ta-zrochkami-IDR8qEw.html?sd=1,Опубліковано Сьогодні о 11:24
Продам  детскую кроватку  ВЕРЕС СОНЯ дитяче ліжко,"Чудове  дитяче ліжечко ( з матрасом ) у відмінному стані    ВЕРЕС СОНЯ із блакитними бильцями.  Ліжко у повній комплектаціі з ящиками для дрібниць або білизни, механізмом укачування , також є  колеса , тому дуже зручно пересувати по кімнаті, якщо колеса зняти ,то буде як гойлалка  Бокова частина опускається вниз або взагалі знімається. Можна приставити до дорослого ліжка.  Ліжко виготовлене з натурального дерева, дуже зручне, якісне, безпечне, ліжком задовоні на сто відсотків  Самовивіз 
.



.",2300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/prodam-detskuyu-krovatku-veres-sonya-dityache-lzhko-IDPkteT.html?sd=1,Опубліковано Сьогодні о 11:24
Набор солдатиков и элементы базы,"Набор состоит из 104 деталей. Это и солдатики и всякие заборчики и постройки. 
Доставка Новая почта и Укр почта . Так же есть Olx доставка .
Производитель Польша",579,Бізнес,https://www.olx.ua/d/uk/obyavlenie/nabor-soldatikov-i-elementy-bazy-IDPVCqM.html?sd=1,Опубліковано Сьогодні о 11:24
"Куртка демисезонная (осень, весна) на мальчика 9-11 лет",Продам демисезонную куртку на мальчика 10-12 лет. Материал верха - плотный текстиль с водоотталкивающим эффектом. Утеплена синтепоном. На манжетах уплотнительная резинка. Капюшон не отстегивается. Состояние отличное. Замеры по требованию. Смотрите другие мои обьявления с одеждой на мальчиков.,190,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kurtka-demisezonnaya-osen-vesna-na-malchika-9-11-let-IDwqKv8.html?sd=1,Опубліковано Сьогодні о 11:24
Бархатный плащ  Marks&Spencer на девочку 5-6л,"Одетое пару раз шикарное пальто на девочку.Верх с темнобирюзового бархата,натурального.Подклад- хлопок в горошек.В рукавах подкладка гладкая,для удобства.Длина рукава 44см.Длина от плеча на горловине 69см.Ширина в застегнутом виде подмышками 37.5см.По талии оно чуть поуже.Ширина плеча 8см.",170,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/barhatnyy-plasch-marks-spencer-na-devochku-5-6l-IDHDxwa.html?sd=1,Опубліковано Сьогодні о 11:23
Дитяче ліжко-машина,Продається дитяче ліжко-машина для хлопчика Audi Q7 преміум з підйомним механізмом у чудовому стані. Самовивіз,4900,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/dityache-lzhko-mashina-IDR8qAY.html?sd=1,Опубліковано Сьогодні о 11:23
Костюм дитячий реглан штани,"Костюм дитячий 
Новий, з етикеткою.
Пише розмір 92, але маломірить. Заміри скину у приват",250,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kostyum-dityachiy-reglan-shtani-IDR8qzv.html?sd=1,Опубліковано Сьогодні о 11:22
Детская кровать с матрасом и комплектом постельного,"Продам детскую кровать в хорошем состоянии с матрасом и комплектом постельного белья, бортики, одеяло.",2300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/detskaya-krovat-s-matrasom-i-komplektom-postelnogo-IDPFAwt.html?sd=1,Опубліковано Сьогодні о 11:24
Сапожки зимние,Продам детские сапожки в отличном состоянии без дефектов,150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/sapozhki-zimnie-IDQ5uvv.html?sd=1,Опубліковано Сьогодні о 11:21
Іграшковий  набір Chicco,Дитячий набір від фірми Chicco.Набір якісний .Від 3 місяців до 18 місяців.В наборі 9 різних функцій.Пластмаса якісна.Набір чистий.Є коробка та документи.,599,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/grashkoviy-nabr-chicco-IDQ4EJA.html?sd=1,Опубліковано Сьогодні о 11:24
Дитяча ванночка стан нової,"Продаю дитячу ванночку,стан нової. Купались мало. Огляд,торг.переглядайте всі оголошення",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/dityacha-vannochka-stan-novo-IDR8qGE.html?sd=1,Опубліковано Сьогодні о 11:24
Деревянная модель машины,Деревянная модель машины требует доработки смотреть фото колеса целые крутятся длина 20 см,100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/derevyannaya-model-mashiny-IDQPIbS.html?sd=1,Опубліковано Сьогодні о 11:24
Тепленькі бурочки,"тепленькі бурочки 
Якість супер, стан нових
Довжина по стельці - 13 см 
З мишками на флісі, сіренькі на овчині
Набір віддам за 300 грн",150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/teplenk-burochki-IDQtAJS.html?sd=1,Опубліковано Сьогодні о 11:23
"Чоботи шкіряні, Clarks","Чоботи на дівчинку Clarks. На худеньку ніжку, не високий підйом. Ззовні шкіра та шкіряна підошва. Останнє фото- вигляд внутрішнього підкладу.
Вживу колір більш віддає коричнево-рудим відтінком.
Застібаються на змійці. 
Р-р 34.
Довжина по підошві - 24 см.
Довжина внутрішньої встілки - 20,5 см.",790,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/choboti-shkryan-clarks-IDR8qB6.html?sd=1,Опубліковано Сьогодні о 11:23
Продам автокресло Britax-Romer Kidfix III S. Б/У.,"Продам автокресло Britax-Romer Kidfix III S. Б/у. Торг.

Состояние нового, было в пользовании буквально 3 недели с момента покупки. Без дефектов и нюансов реально как новое. Кресло очень удобное и качественное, топ в своем сегменте. Обратите внимание на мягкую накладку на ремень, чтобы малышу было максимально комфортно и удобно.

Детское автокресло Britax-Romer Kidfix III S (Бритакс-Ромер Кидфикс III S тносится к группе 2/3. Данная модель рассчитана на перевозку в автомобиле детей в возрасте от 3 до 12 лет. Максимальный вес ребенка не должен превышать 36 килограммов. Возможно как использования креплений isofix, так и просто автомобильного ремня для фиксации!

Технические характеристики Britax-Romer автокресла Kidfix III S
 • группа: 2/3
 • вес ребенка: от 15 до 36 кг
 • возраст ребенка: с 3 до 12 лет
 • чаша: из пластика с металлическими усилителями
 • установка: по ходу движения
 • подголовник: регулируется по высоте (11 положений)
 • спинка: регулируется по углу наклона (3 положения)
 • система: Isofix
 • размеры: (ВхШхГ) 67-85х54х43 см
 • вес: 8 кг

Самовывоз в г.Токмак с расчетом на месте.Также рассмотрю Ваши варианты с отправкой по Запорожской области с предоплатой на карту. 

Подробно о кресле читайте в интернете, например здесь
https://babypark.ua/uk/avtokrisla/avtokrisla-vid-15-do-36-kg/britax-romer-avtokrislo-kidfix-iii-s#23482",6999,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/prodam-avtokreslo-britax-romer-kidfix-iii-s-b-u-IDQJqrr.html?sd=1,Опубліковано Сьогодні о 11:22
"Львенок заводной! Хороший детский бренд"" Lion""",Львенок заводной! При движении крутит мордочкой и виляет хвостиком! Пишите пожалуста сюда.телефон может быть вне связи,150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/lvenok-zavodnoy-horoshiy-detskiy-brend-lion-IDF0N3Q.html?sd=1,Опубліковано Сьогодні о 11:24
Пальто тепле синтепон унісекс,"Пальто на синтепоні! Тепле , зручне , підійде як для хлопчика так і для дівчинки! Зріст 140 см , розмір 9/10 років",400,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/palto-teple-sintepon-unseks-IDPJG04.html?sd=1,Опубліковано Сьогодні о 11:21
H&M куртка детская котоновая,"Продам детскую котоновую куртку H&M .(без капюшона) По бирке 1,5-2  Years. EUR 92. Замеры по запросу. Пересылаю по предоплате или олх доставкой. Всем мирного неба!",260,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/h-m-kurtka-detskaya-kotonovaya-IDR8qyX.html?sd=1,Опубліковано Сьогодні о 11:22
Футболка для дівчинки/хлопчика,"Футболка унісек, підходить як для хлопчика, так і для дівчинки. Є багато кольорів, накат герб або напис i'm Ukrainian 
Тканина турецький трикотаж ХБ
ЗАМІРИ +-1-2 см 
р.134 - довжина 47 см, ОГ 68см
р.140 - довжина 48см, ОГ 70см
р.146-довжина 50 см, ОГ 72см
р.152- довжина 53 см, ОГ 76 СМ
р.158 - довжина 54 см, ОГ 74 см 
р.164(42-44)- довжина 57 см, ОГ 82 см
Є олх доставка.",355,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/futbolka-dlya-dvchinki-hlopchika-IDR8qFF.html?sd=1,Опубліковано Сьогодні о 11:24
hotwheels Honda Civic Si,"запакованная, идеал. . . . .",250,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/hotwheels-honda-civic-si-IDQnnZh.html?sd=1,Опубліковано Сьогодні о 11:24
Детский комбинезон,Тёплый и мягенький мишка комбинезон для новорождённых деток. Идеально для прогулок в коляске. Состояние нового.,300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/detskiy-kombinezon-IDN8uYZ.html?sd=1,Опубліковано Сьогодні о 11:24
"Лосини 5-6років Ельза на дівчинку, Крижане серце",Продам наші лосини з улюбленим героєм дівчаток - Ельзою з мультфільмів Крижане серце. Розмір на 5-6 років. Ми одягли один раз на свято і виросли з них. Ціна мінімальна),100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/losini-5-6rokv-elza-na-dvchinku-krizhane-sertse-IDR8qD0.html?sd=1,Опубліковано Сьогодні о 11:23
Скарбничка дитяча,"Скарбничка дитяча, машинка - Блискавка McQueen, нова. Отвір великий, підійте для будь-яких монет.",120,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/skarbnichka-dityacha-IDPft23.html?sd=1,Опубліковано Сьогодні о 11:22
Курточка на дівчинку,"Курточка весняна на дівчинку, з капішоном, розмір 116, довжина -53, ширина- 37, рукав- 41.",250,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kurtochka-na-dvchinku-IDR8qE2.html?sd=1,Опубліковано Сьогодні о 11:24
Джинси сірі на 4 роки,"Джинси, в гарному стані, тонкі, приблизно на 4 роки, орієнтуйтеся на заміри на фото.",130,Бізнес,https://www.olx.ua/d/uk/obyavlenie/dzhinsi-sr-na-4-roki-IDPDQGG.html?sd=1,Опубліковано Сьогодні о 11:23
Reima Lunta до -20С нова тепла зимова куртка пальто 110-116,"Reima Lunta зимове пальто для дівчинки
Абсолютно нове, з бірками
Розмір: 110 (більшемірить на 110-116)
100% оригінал, привезене з Німеччини

Ця гарна куртка для дівчаток на штучному пуху трохи подовженого крою забезпечена стильною знімною каймою зі штучного хутра на капюшоні. 
Вона виготовлена з водо- й вітронепроникного, повітропроникного матеріалу з водо- й брудовідштовхувальною поверхнею, тому вона тепла та проста в догляді. 
Куртку з гладкою підкладкою з поліестеру легко надягати та дуже зручно носити з теплим проміжним шаром. 
Знімний капюшон не тільки захищає від пронизливого вітру, але ще й гарантує додаткову безпеку під час прогулянок. 
Кнопки легко відстібаються, якщо капюшон випадково за що-небудь зачепиться. 
Зверніть увагу на зручну петельку, заховану в кишені з клапаном — до неї можна прикріпити світловідбивачі для кращої видимості дитини та її безпеки. 
Матеріал наповнювача: Reima Down Like (штучний пух) 
Додаткові характеристики
Характеристика матеріалу: 3350 Shiny plain weave
Повітропровідність: 2 т.г/м2/24 год; 
Зносостійкість: 7000 циклів 
Температурний режим Від 0°C до -2",3000,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/reima-lunta-do-20s-nova-tepla-zimova-kurtka-palto-110-116-IDQlU6R.html?sd=1,Опубліковано Сьогодні о 11:24
Детский комбинезон,Тёплый и мягенький мишка комбинезон для новорождённых деток. Идеально для прогулок в коляске. Состояние нового.,300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/detskiy-kombinezon-IDN8uYZ.html?sd=1,Опубліковано Сьогодні о 11:24
дитячий рожевий рюкзак з вушками та зірочками,"рожевий дитячий рюкзак із вушками та різнокольоровими зірочками, м'якенький, довгі ручки, 2 відділення, 1 велике інше маленьке, без дефектів",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/dityachiy-rozheviy-ryukzak-z-vushkami-ta-zrochkami-IDR8qEw.html?sd=1,Опубліковано Сьогодні о 11:24
Новый комбинезон трансформер конверт Курносики  Lupilu,"Новый с этикеткой конверт трансформер, превращается в комбинезон с "" ножками"" . Яркий и красивый, скорее демисезонный или еврозима. На возраст 0-6 месяцев, на рост 62 
Перешлю, возможен самовывоз в Киеве м. Минская",520,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/novyy-kombinezon-transformer-konvert-kurnosiki-lupilu-IDQPI6k.html?sd=1,Опубліковано Сьогодні о 11:22
Продам куртку бомпер,"Продам куртку бомпер для хлопця, в чудовому стані, сезон тепла осінь-весна! Розмір 152.",400,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/prodam-kurtku-bomper-IDPEtTu.html?sd=1,Опубліковано Сьогодні о 11:23
Шкив (муфта) кондиціонера denso,"Продам муфту кондиціонера denso 
Номер муфти 6SEU12C
Стан чудовий, знятий з авто оригінал",1500,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/shkiv-mufta-konditsonera-denso-IDR8qCW.html?sd=1,Опубліковано Сьогодні о 11:23
Плотные хлопковые бавовняні штаны джинсы нюд пісочні 5 лет 104,"Классые штанишки на девочку 5 лет песочного цвета на молнии от Некст.

Аккуратно ношены, коленки и попа целы, пятен и прочих нюансов нет.

На талии резинка для регулировки обьема талии.

Рост 110
Шаг 38 см
Пот 27 см

Стоимость 80 грн

Отправка уп или нп после оплаты

Отправка уп или нп

Посмотрите ДРУГИЕ ОБЬЯВЛЕНИЯ АВТОРА. Найдете много качественных детских вещей по приятной стоимости, с хорошей аурой)",80,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/plotnye-hlopkovye-bavovnyan-shtany-dzhinsy-nyud-psochn-5-let-104-IDM4izG.html?sd=1,Опубліковано Сьогодні о 11:23
Кросівки на дівчинку,"Легесенькі, зручні, в ідеальному стані кросівки на дівчинку, дуже гарний колір"" пудра"" , розмір 35,довжина устілки 21,5-22 см",300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/krosvki-na-dvchinku-IDR8qye.html?sd=1,Опубліковано Сьогодні о 11:21
Большой пакет одежды девочке 3-4 года,"цена указана за пакет, всё что на первом фото 
одежда в нормальном состоянии , в общем без нюансов, на двух вещах есть нюансы, указала на фото (на белой кофточке две маленькие дырочки и на спортивном костюме нет заклёпки,  также есть на фото, свитерки под горло также есть катышки, носили как пододевку) 
в остальном все вещи целые , чистые после одного ребёнка

Доставка любой почтой за ваш счёт или самовывоз 12 квартал",150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/bolshoy-paket-odezhdy-devochke-3-4-goda-IDQFooA.html?sd=1,Опубліковано Сьогодні о 11:22
"Ветровка, курточка двусторонняя 12м.","ветровка двусторонняя , очень стильная, фирмы mayral р.80, 12мес. - 150грн. Капюшон отстегивается.",150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/vetrovka-kurtochka-dvustoronnyaya-12m-IDMIDIv.html?sd=1,Опубліковано Сьогодні о 11:24
"Продам куртки lenne, 146, 140","Продам найкращі моделі курток lenne, куртки в гарному стані, ця фірма найкраща, перевірена роками, пишіть на вайбер, якщо потрібно ще фото, відео, є багато речей, взуття, 09******97",1200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/prodam-kurtki-lenne-146-140-IDR7emN.html?sd=1,Опубліковано Сьогодні о 11:24
Костюм для хлопчика,"Костюм для хлопчика, 68 розмір, орієнтовно на 6 місяців, штани можна носити і довше. Стан ідеальний. Штани при пранні можуть линяти, тому краще прати з темними речами. Можна купити окремо світер чи штани.",170,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kostyum-dlya-hlopchika-IDQanoh.html?sd=1,Опубліковано Сьогодні о 11:22
Іграшковий  набір Chicco,Дитячий набір від фірми Chicco.Набір якісний .Від 3 місяців до 18 місяців.В наборі 9 різних функцій.Пластмаса якісна.Набір чистий.Є коробка та документи.,599,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/grashkoviy-nabr-chicco-IDQ4EJA.html?sd=1,Опубліковано Сьогодні о 11:24
Кот в сапогах! пластмасс,Игрушка кот в сапогах.СССР. 70 годы! Пластмасс! Хвост. Мордочка ручки .ножки подвижные! Пишите сюда пожалуста! Игрушка редкая,150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kot-v-sapogah-plastmass-IDGv5XP.html?sd=1,Опубліковано Сьогодні о 11:24
Динозавр Т-Rex mattel,"Продам большого динозавра  Тираннозавр Рекс парк Юрского периода в отличном состоянии, 55 см в длину и 27 см в высоту. Звуковые эффекты: рычание и топот. Без коробки. Производитель: mattel оригинал.",900,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/dinozavr-t-rex-mattel-IDQAL5v.html?sd=1,Опубліковано Сьогодні о 11:23
